expID,testID,prec,recall,shd,time,date
FC-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.1767143794070315,0.04982461734693877,57.9609375,0.010578125715255737,2021-05-23T22:10:45.287
FC-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Gumbel_mat=COV_mec=Linear_ng=3000_N=3,0.5631741028501659,0.4420572916666667,8.1083984375,0.002384006977081299,2021-05-23T12:57:17.055
FC-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.02576836356972157,0.005301339285714287,58.46875,0.009138748049736023,2021-05-24T02:35:21.382
EQ-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.9940267680196875,0.9930555555555557,0.1162109375,3.8707923144102097,2021-05-23T12:57:06.759
FC-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=2_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.48718349142766687,0.3908420138888889,9.189453125,0.0013386905193328857,2021-05-23T12:57:16.469
EQ-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Poisson_mat=COV_mec=Linear_ng=3000_N=3,0.9907005111117879,0.9928385416666669,0.1484375,0.018534749746322632,2021-05-23T12:57:10.109
EQ-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.9271390289148993,0.8802782999066638,1.791015625,0.008532866835594177,2021-05-23T17:36:27.772
EQ2-ERSF-k1-d=400-ng=1000-N=1-ensemble,TEST-d=400,0.8283511087720631,0.6755387178704649,185.375,2.986558496952057,2021-06-02T15:49:13.010
CNN-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.17344523449340493,0.03866390306122449,56.25,0.01562337577342987,2021-05-24T02:43:29.546
CNN-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=4_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.04885412659756905,0.1447135032108084,182.642578125,0.01492425799369812,2021-05-24T02:43:24.239
CNN-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=1000_N=1,0.3209752177199893,0.027678062186424615,51.17578125,0.015691936016082764,2021-05-24T02:43:26.965
CNN-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Poisson_mat=COV_mec=Linear_ng=1000_N=1,0.5425228497380951,0.27315848214285715,46.916015625,0.015152007341384888,2021-05-23T22:18:43.501
CNN-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Poisson_mat=COV_mec=Linear_ng=3000_N=3,0.6652569933176081,0.49368620621624726,7.1376953125,0.0017516911029815674,2021-05-23T17:51:47.440
FC-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=2_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.15027550023831845,0.046595982142857144,59.638671875,0.009231626987457275,2021-05-23T22:10:47.052
EQ2-SF-k1-d=10-d=10_k=1_gtype=SF_noise=Gaussian_mat=CH3_mec=Linear_ng=3000_N=3,TEST-gtype=ER,0.8724666512271411,0.7737402240084431,3.2109375,0.009657740592956543,2021-06-02T23:06:27.325
FC-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.032643310553093,0.0060604923548592884,58.279296875,0.010907486081123352,2021-05-24T02:35:11.266
EQ-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=1000_N=1,0.7905433761744095,0.7431623165635254,22.509765625,0.07837773859500885,2021-05-24T02:10:24.042
CNN-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=2_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.2701756057080536,0.2648676658163266,71.626953125,0.0417611300945282,2021-05-23T22:18:42.756
FC-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=4_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.27912820939635996,0.22152672227767323,13.6728515625,0.0013001859188079834,2021-05-23T17:43:02.034
FC-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.3684040575966282,0.2690722842677743,11.3251953125,0.0013521313667297363,2021-05-23T17:43:01.806
CNN-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=2_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.7186811867497287,0.7131076388888888,5.1015625,0.007401689887046814,2021-05-23T12:57:27.979
EQ-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.6097781739099689,0.608219068877551,38.552734375,0.1028965562582016,2021-05-24T02:10:32.856
FC-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.5697024145606778,0.4420572916666667,8.025390625,0.19161587953567505,2021-05-23T12:57:16.305
EQ-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=4_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.20128409248705253,0.43759293524933357,117.619140625,0.07872775197029114,2021-05-24T02:10:10.328
CNN-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.590707396922033,0.42029216433679456,8.2509765625,0.0023098737001419067,2021-05-23T12:57:28.580
EQ2-ERSF-k1-d=100-ensemble,TEST-d=200,0.3866611867063214,0.9237341544069589,308.7890625,1.7040466964244843,2021-05-27T14:28:52.998
FC-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Gumbel_mat=COV_mec=Linear_ng=1000_N=1,0.03223090681882523,0.006066125173233728,58.234375,0.009248316287994385,2021-05-24T02:35:19.693
CNN-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Poisson_mat=COV_mec=Linear_ng=3000_N=3,0.8622365256085407,0.8363715277777778,2.6767578125,0.0017758756875991821,2021-05-23T12:57:28.227
FC-d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=1000_N=1,0.04916456168538277,0.008937291728178079,57.71875,0.009152814745903015,2021-05-24T02:35:18.601
FC-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=4_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.40854334757953575,0.326171875,10.4931640625,0.0023851245641708374,2021-05-23T12:57:16.636
CNN-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=4_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.31051045603361377,0.34806606879712076,13.5205078125,0.0017166286706924438,2021-05-23T17:51:47.342
CNN-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.6377229786331727,0.47677951388888884,7.1474609375,0.002045184373855591,2021-05-23T17:51:47.829
FC-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=4_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.13037683299398253,0.03694993622448979,408.75,0.010374501347541809,2021-05-23T22:10:48.333
EQ2-ERSF-k1-d=100-ensemble,TEST-d=100,0.9171436931214698,0.8119690451692002,25.9453125,5.858041867613792,2021-05-27T14:28:11.472
EQ2-SF-k1-d=10-d=10_k=1_gtype=SF_noise=Gaussian_mat=CH3_mec=Linear_ng=3000_N=3,TEST-gtype=SF,0.9883007399307328,0.9895833333333333,0.19921875,0.009711503982543945,2021-06-02T23:06:27.484
FC-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=3000_N=3,0.36943532417584996,0.2740066178176704,11.318359375,0.0012784302234649658,2021-05-23T17:43:02.250
FC-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.02937084048389018,0.00716649029018619,60.984375,0.009175196290016174,2021-05-23T22:10:53.673
EQ2-ER-k1-d=20-d=20_k=1_gtype=ER_noise=Gaussian_mat=CH3_mec=Linear_ng=3000_N=3,TEST-gtype=SF,0.9627546977490877,0.880345394736842,2.921875,0.03224676847457886,2021-06-02T23:06:28.299
CNN-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.5427660169427405,0.2710459183673469,46.982421875,0.048610806465148926,2021-05-23T22:18:41.839
EQ-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=2_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.8256111992054354,0.8079710656131956,3.435546875,0.01210850477218628,2021-05-23T17:36:48.722
CNN-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Gumbel_mat=COV_mec=Linear_ng=3000_N=3,0.844706950258943,0.7724609375000001,3.3271484375,0.0017066150903701782,2021-05-23T12:57:28.477
EQ-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Poisson_mat=COV_mec=Linear_ng=3000_N=3,0.926568851302608,0.8814177777716441,1.7890625,0.009069368243217468,2021-05-23T17:37:02.406
CNN-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Gumbel_mat=COV_mec=Linear_ng=1000_N=1,0.46708538190974264,0.2875079719387755,51.05859375,0.015087559819221497,2021-05-23T22:18:44.231
EQ-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=4_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,0.22135843249099527,0.1303013392857143,65.166015625,0.07810881733894348,2021-05-23T21:42:57.558
EQ-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=3000_N=3,0.9288425012947686,0.8787156600493479,1.7900390625,0.009022250771522522,2021-05-23T17:37:07.366
EQ2-SF-k1-d=20-d=20_k=1_gtype=SF_noise=Gaussian_mat=CH3_mec=Linear_ng=3000_N=3,TEST-gtype=SF,0.9676484742093648,0.9827302631578947,0.953125,0.03376150131225586,2021-06-02T23:06:29.046
EQ-d=50_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=1000_N=1,d=50_k=1_gtype=SF_noise=Poisson_mat=COV_mec=Linear_ng=1000_N=1,0.8248941141731978,0.7709661989795917,19.240234375,0.0780077576637268,2021-05-23T21:43:05.920
EQ-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.9052748073576806,0.7800156680570758,2.8505859375,0.008402064442634583,2021-05-23T12:57:10.835
CNN-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Exp_mat=COV_mec=Linear_ng=3000_N=3,0.6647459009694687,0.49908678282803853,7.1396484375,0.001722678542137146,2021-05-23T17:51:47.591
EQ-d=10_k=1_gtype=SF_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=SF_noise=Exp_mat=COV_mec=Linear_ng=3000_N=3,0.9929518769916876,0.991644965277778,0.138671875,0.01092025637626648,2021-05-23T12:57:10.359
CNN-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=1_gtype=ER_noise=Gumbel_mat=COV_mec=Linear_ng=3000_N=3,0.6443824829784962,0.4214778468857618,7.6845703125,0.0017130076885223389,2021-05-23T17:51:47.688
EQ2-ERSF-k1-d=400-ng=1000-N=1-ensemble,TEST-d=200,0.9876607824675037,0.22988047402611658,154.25,16.306510746479034,2021-06-02T15:48:50.263
FC-d=10_k=1_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,d=10_k=2_gtype=ER_noise=Gaussian_mat=COV_mec=Linear_ng=3000_N=3,0.32075528751106847,0.2520826001050389,12.1689453125,0.002808809280395508,2021-05-23T17:43:01.944
